UserAge,BrowsingTime,PastPurchases,CartAdds,Recommend
25,24.02,1,1,1
59,0.52,1,1,1
17,2.57,0,1,1
28,8.05,0,0,1
55,1.14,4,4,1
17,4.05,1,1,1
35,6.6,1,0,1
16,4.79,1,0,1
52,1.04,1,0,0
24,2.2,1,0,1
32,7.66,1,0,1
24,4.04,1,0,1
26,0.03,1,0,0
30,7.16,1,1,1
39,0.18,3,0,1
53,6.85,1,3,1
50,1.13,0,1,0
45,15.86,0,0,1
46,2.29,1,0,0
64,1.98,1,1,1
20,0.81,0,0,0
59,1.82,1,0,0
65,10.46,1,2,1
29,28.04,2,1,1
68,2.3,1,1,1
26,2.98,2,1,1
24,6.4,2,1,1
49,10.87,0,0,1
27,4.5,3,0,1
50,2.48,2,1,1
50,2.66,2,1,1
16,5.95,0,2,1
55,0.02,0,2,1
37,4.83,0,1,1
44,2.2,1,1,1
23,7.9,1,0,1
26,0.49,1,0,0
56,4.44,0,1,1
52,3.28,0,2,1
